time,cpu_consumption,memory_consumption,energy_consumption,try
1.71568E+12,0,220.4672,0,1
1.71568E+12,5.559126,744.431616,3.969112604,1
1.71568E+12,26.391754,852.066304,21.66049726,1
1.71568E+12,34.193836,861.986816,24.03133269,1
1.71568E+12,31.76182,829.640704,21.33080466,1
1.71568E+12,34.757393,835.796992,24.18052463,1
1.71568E+12,33.63059,837.042176,23.14059959,1
1.71568E+12,34.151814,839.74144,23.59876687,1
1.71568E+12,34.498234,841.310208,23.86073549,1
1.71568E+12,33.50832,842.862592,23.12778616,1
1.71568E+12,34.76787,844.402688,24.268365,1
1.71568E+12,33.459103,845.29152,23.0172364,1
1.71568E+12,34.80964,846.159872,24.32918942,1
1.71568E+12,33.610786,847.355904,23.03273721,1
1.71568E+12,34.79678,847.753216,24.16729288,1
1.71568E+12,33.4039,848.060416,22.96367316,1
1.71568E+12,35.009968,848.859136,24.31388804,1
1.71568E+12,33.184345,849.494016,22.61291391,1
1.71568E+12,34.622513,849.494016,23.86335645,1
1.71568E+12,33.705097,851.705856,23.11029728,1
1.71568E+12,34.64991,852.135936,23.99267112,1
1.71568E+12,33.488525,845.008896,22.75993075,1
1.71568E+12,34.71669,845.275136,23.9108356,1
1.71568E+12,33.13719,847.822848,22.56552925,1
1.71568E+12,34.814053,848.203776,23.89409512,1
1.71568E+12,33.393444,848.883712,22.79930681,1
1.71568E+12,34.58825,849.051648,23.9373658,1
1.71568E+12,33.279755,850.612224,22.6687994,1
1.71568E+12,34.86521,851.156992,24.07260404,1
1.71568E+12,33.333336,851.329024,22.80793441,1
1.71568E+12,34.950146,852.04992,24.25435193,1
1.71568E+12,33.7162,852.291584,23.17597495,1
1.71568E+12,34.05433,852.291584,23.47914802,1
1.71568E+12,34.193344,852.3776,23.64531533,1
1.71568E+12,33.450188,852.3776,22.95848848,1
1.71568E+12,34.95836,852.549632,24.32978262,1
1.71568E+12,33.544872,852.66432,23.0573484,1
1.71568E+12,35.31236,852.967424,24.62806123,1
1.71568E+12,33.433407,854.327296,23.0961973,1
1.71568E+12,34.877594,855.621632,24.20579975,1
1.71568E+12,33.4227,855.678976,22.96693902,1
1.71568E+12,35.161644,855.678976,24.37752101,1
1.71568E+12,33.337612,855.719936,22.77265383,1
1.71568E+12,34.85832,857.68192,24.12255968,1
1.71568E+12,33.96583,857.72288,23.170322,1
1.71568E+12,34.62201,857.993216,23.95366193,1
1.71568E+12,33.16346,858.112,22.61055902,1
1.71568E+12,34.699364,858.435584,24.07685513,1
1.71568E+12,33.297062,859.32032,22.75656864,1
1.71568E+12,34.7662,859.32032,24.0579069,1
1.71568E+12,33.458065,859.631616,23.13593713,1
1.71568E+12,34.24465,859.631616,23.96444979,1
1.71568E+12,33.102573,859.8528,22.72387126,1
1.71568E+12,34.976192,859.8528,24.2093949,1
1.71568E+12,33.54618,860.004352,22.92698928,1
1.71568E+12,34.994846,860.004352,24.24164676,1
1.71568E+12,33.563484,860.049408,23.04683027,1
1.71568E+12,33.86643,860.049408,23.37949444,1
1.71568E+12,34.423286,860.286976,23.86370064,1
1.71568E+12,33.549713,860.594176,23.10034968,1
1.71568E+12,34.591637,860.594176,24.20673821,1
1.71568E+12,33.47512,860.647424,23.11968908,1
1.71568E+12,34.88119,860.647424,24.32337426,1
1.71568E+12,33.337605,860.69248,22.85279755,1
1.71568E+12,34.9907,861.679616,24.33158752,1
1.71568E+12,33.54463,861.720576,23.10939079,1
1.71568E+12,34.950775,861.720576,24.29519008,1
1.71568E+12,33.352524,862.089216,22.83311845,1
1.71568E+12,34.930447,862.089216,24.20966905,1
1.71568E+12,33.506374,863.96928,22.94476241,1
1.71568E+12,33.506374,863.96928,22.94476241,2
1.71568E+12,34.72045,865.54624,23.98943895,2
1.71568E+12,17.856243,867.40992,10.58395135,2
1.71568E+12,28.978941,1062.244352,18.85356598,2
1.71568E+12,34.23781,924.954624,23.48536121,2
1.71568E+12,32.061607,1024.167936,21.71957611,2
1.71568E+12,34.188904,1026.433024,23.57523726,2
1.71568E+12,33.69851,1027.170304,23.13244106,2
1.71568E+12,33.853363,1027.387392,23.34166293,2
1.71568E+12,34.27293,1028.038656,23.75015079,2
1.71568E+12,33.448986,1028.13696,,2
1.71568E+12,35.149532,1029.169152,24.57940398,2
1.71568E+12,33.575283,1029.414912,23.046728,2
1.71568E+12,34.764168,1029.861376,24.16653373,2
1.71568E+12,32.874454,1029.947392,22.42333437,2
1.71568E+12,34.498596,1029.947392,23.95304668,2
1.71568E+12,33.138336,1030.258688,22.65901935,2
1.71568E+12,34.507267,1030.258688,23.83012299,2
1.71568E+12,32.92567,1030.303744,22.53196096,2
1.71568E+12,34.87937,1030.303744,23.98705416,2
1.71568E+12,33.19864,1030.88128,22.60799955,2
1.71568E+12,34.557594,1030.88128,23.72982777,2
1.71568E+12,33.217884,1031.00416,22.68095864,2
1.71568E+12,34.298256,1031.00416,23.61388412,2
1.71568E+12,33.36543,1031.168,22.65828661,2
1.71568E+12,34.4757,1031.168,23.79160119,2
1.71568E+12,33.29695,1031.20896,22.6524071,2
1.71568E+12,34.695057,1031.467008,23.88457054,2
1.71568E+12,33.085598,1020.379136,22.59555373,2
1.71568E+12,34.911053,1020.645376,24.02758404,2
1.71568E+12,33.206253,1022.164992,22.73426035,2
1.71568E+12,34.693096,1022.58688,24.01167192,2
1.71568E+12,33.20345,1023.65184,22.81608185,2
1.71568E+12,33.99046,1023.65184,23.48150435,2
1.71568E+12,34.248528,1024.3072,23.55481695,2
1.71568E+12,33.30571,1024.3072,22.86246005,2
1.71568E+12,34.566082,1024.36864,24.02307649,2
1.71568E+12,33.118004,1024.651264,22.6791683,2
1.71568E+12,34.543945,1025.376256,23.97855044,2
1.71568E+12,33.137493,1025.49504,22.67106862,2
1.71568E+12,34.705883,1025.49504,24.04838207,2
1.71568E+12,33.271484,1025.581056,22.84890277,2
1.71568E+12,34.836094,1025.581056,24.09763003,2
1.71568E+12,33.354736,1025.695744,22.78306205,2
1.71568E+12,33.354736,1025.695744,22.78306205,3
1.71568E+12,34.92545,1026.392064,24.12935628,3
1.71568E+12,22.102938,926.84288,13.67608837,3
1.71568E+12,24.663021,1160.912896,15.46927721,3
1.71568E+12,34.60013,1162.788864,23.7285302,3
1.71568E+12,31.31158,1123.270656,20.97580792,3
1.71568E+12,34.812157,1124.59776,23.97347455,3
1.71568E+12,33.463234,1125.94944,22.96520173,3
1.71568E+12,35.10433,1126.756352,24.35906216,3
1.71568E+12,33.574585,1126.846464,23.15162668,3
1.71568E+12,34.647636,1127.702528,24.06310537,3
1.71568E+12,33.91371,1127.878656,23.31230804,3
1.71568E+12,34.215965,1128.394752,23.62111001,3
1.71568E+12,34.65727,1128.48896,23.99282428,3
1.71568E+12,33.53463,1128.57088,23.00923897,3
1.71568E+12,34.4357,1128.57088,23.79814172,3
1.71568E+12,33.33546,1128.820736,22.78559008,3
1.71568E+12,34.595943,1130.123264,23.94034824,3
1.71568E+12,33.56129,1130.463232,22.9414942,3
1.71568E+12,34.820854,1130.729472,23.9349944,3
1.71568E+12,33.17132,1130.770432,22.68122968,3
1.71568E+12,34.592445,1131.040768,23.87323901,3
1.71568E+12,33.054367,1131.86816,22.48209799,3
1.71568E+12,34.406258,1131.86816,23.66713118,3
1.71568E+12,33.063023,1132.126208,22.4524612,3
1.71568E+12,34.414253,1132.126208,23.7304667,3
1.71568E+12,33.496677,1132.167168,22.77272651,3
1.71568E+12,33.496677,1132.167168,22.77272651,4
1.71568E+12,34.535454,1132.167168,23.82379861,4
1.71568E+12,17.508865,1062.66624,10.33934515,4
1.71568E+12,29.354282,1258.72128,19.16579962,4
1.71568E+12,33.720264,1261.236224,23.10296237,4
1.71568E+12,32.02233,1219.50208,21.71421248,4
1.71568E+12,34.420986,1221.578752,23.72012115,4
1.71568E+12,33.7037,1222.012928,23.22743942,4
1.71568E+12,34.066074,1222.71744,23.51342992,4
1.71568E+12,34.795456,1223.401472,24.18517978,4
1.71568E+12,33.62883,1223.778304,23.02760799,4
1.71568E+12,35.149723,1223.778304,24.4364235,4
1.71568E+12,33.469807,1223.86432,23.00004482,4
1.71568E+12,34.890446,1224.68352,24.18654299,4
1.71568E+12,33.260937,1224.790016,22.86964336,4
1.71568E+12,34.985554,1225.0112,24.27710058,4
1.71568E+12,33.348274,1226.027008,22.76795664,4
1.71568E+12,34.806133,1226.027008,23.92033827,4
1.71568E+12,33.337597,1226.4448,22.79152315,4
1.71568E+12,34.56679,1226.4448,23.89250996,4
1.71568E+12,33.500546,1226.48576,22.84177175,4
1.71568E+12,34.64769,1226.48576,23.85905197,4
1.71568E+12,33.166603,1226.52672,22.57663939,4
1.71568E+12,34.518578,1226.52672,23.77692989,4
1.71568E+12,33.01515,1226.56768,22.52274358,4
1.71568E+12,34.821716,1226.56768,23.94617976,4
1.71568E+12,33.120243,1226.723328,22.56209581,4
1.71568E+12,34.633175,1226.723328,23.92487671,4
1.71568E+12,33.502407,1226.768384,22.98573984,4
1.71568E+12,34.407784,1227.03872,23.85141703,4
1.71568E+12,33.223286,1227.083776,22.73538344,4
1.71568E+12,34.928413,1227.624448,24.2329462,4
1.71568E+12,33.57542,1227.685888,22.97604326,4
1.71568E+12,33.918728,1227.685888,23.34790478,4
1.71568E+12,33.91802,1227.726848,23.55884976,4
1.71568E+12,33.684074,1227.780096,23.12305839,4
1.71568E+12,35.3278,1227.780096,24.71938433,4
1.71568E+12,33.24649,1227.821056,,4
1.71568E+12,35.19607,1227.821056,24.50836881,5
1.71568E+12,27.018217,1083.973632,17.5045071,5
1.71568E+12,19.62942,1352.76544,11.7266473,5
1.71568E+12,34.66197,1354.924032,23.87717966,5
1.71568E+12,31.4251,1314.074624,21.17363615,5
1.71568E+12,34.684193,1316.339712,24.02521722,5
1.71568E+12,33.501694,1317.961728,22.96537286,5
1.71568E+12,35.132874,1317.961728,24.49561788,5
1.71568E+12,33.265747,1318.268928,22.8719143,5
1.71568E+12,35.039066,1318.268928,24.37615986,5
1.71568E+12,33.31849,1319.510016,22.89708375,5
1.71568E+12,35.23079,1319.510016,24.60195497,5
1.71568E+12,33.46507,1319.600128,23.00600062,5
1.71568E+12,34.349632,1319.866368,23.78993873,5
1.71568E+12,33.969395,1320.005632,23.44790936,5
1.71568E+12,33.612747,1320.005632,23.01964992,5
1.71568E+12,34.59867,1320.091648,23.88410748,5
1.71568E+12,33.367615,1320.419328,22.80035242,5
1.71568E+12,34.729,1320.419328,23.97441055,5
1.71568E+12,33.172737,1321.005056,22.58988229,5
1.71568E+12,34.99289,1321.275392,24.08016893,5
1.71568E+12,32.927605,1321.332736,22.4783102,5
1.71568E+12,34.588207,1322.340352,23.75404659,6
1.71568E+12,24.433933,1186.041856,15.39316293,6
1.71568E+12,21.752075,1449.18528,13.22813756,6
1.71568E+12,35.10638,1451.02848,24.06415682,6
1.71568E+12,31.3528,1409.55648,21.06846608,6
1.71568E+12,35.09407,1411.719168,24.21983089,6
1.71568E+12,33.659668,1413.234688,22.94895562,6
1.71568E+12,35.129,1413.505024,24.36356942,6
1.71568E+12,33.4167,1414.156288,22.96418876,6
1.71568E+12,34.877735,1415.303168,24.27724046,6
1.71568E+12,33.695934,1416.228864,23.03799149,6
1.71568E+12,34.931683,1416.728576,24.17124919,6
1.71568E+12,33.732933,1417.1136,23.20808522,6
1.71568E+12,33.63821,1417.1136,23.21190607,6
1.71568E+12,34.201054,1417.48224,23.62595104,6
1.71568E+12,33.67795,1417.527296,23.05292241,6
1.71568E+12,34.882076,1417.719808,24.16183683,6
1.71568E+12,33.198692,1417.773056,22.67775948,6
1.71568E+12,34.571064,1418.469376,23.78377573,6
1.71568E+12,33.316196,1418.719232,22.7389664,6
1.71568E+12,34.708366,1419.501568,24.09147244,6
1.71568E+12,33.20762,1409.769472,22.66646553,6
1.71568E+12,34.633617,1411.54304,23.85834609,6
1.71568E+12,33.451157,1412.476928,22.82035295,6
1.71568E+12,33.451157,1412.476928,22.82035295,7
1.71568E+12,34.4397,1412.612096,23.76098262,7
1.71568E+12,21.564657,1313.841152,13.1974887,7
1.71568E+12,25.060627,1544.409088,15.74623399,7
1.71568E+12,34.558727,1485.98784,23.78506028,7
1.71568E+12,31.741121,1510.649856,21.32098919,7
1.71568E+12,34.93292,1510.920192,24.09327479,7
1.71568E+12,33.106018,1511.686144,22.72752771,7
1.71568E+12,34.9632,1511.952384,24.27530647,7
1.71568E+12,33.24644,1512.05888,22.93332544,7
1.71568E+12,34.48741,1512.05888,24.05382316,7
1.71568E+12,33.925274,1512.36608,23.57930533,7
1.71568E+12,33.829597,1512.36608,23.20442118,7
1.71568E+12,35.074867,1512.493056,24.32643619,7
1.71568E+12,33.07282,1501.85984,22.65986426,7
1.71568E+12,35.086815,1506.54976,24.32507895,7
1.71568E+12,33.069508,1506.93888,22.60399888,7
1.71568E+12,34.637978,1507.209216,23.8670605,7
1.71568E+12,33.35896,1508.84352,22.68791653,7
1.71568E+12,34.67034,1509.076992,23.98370001,7
1.71568E+12,33.108887,1509.122048,22.56380827,7
1.71568E+12,34.367588,1509.122048,23.62892686,7
1.71568E+12,33.1497,1509.453824,22.51265023,7
1.71568E+12,34.690723,1510.4,23.83364126,7
1.71568E+12,32.871662,1510.72768,22.31507347,7
1.71568E+12,34.864864,1510.72768,23.97218749,7
1.71568E+12,33.408417,1511.48544,22.90636034,7
1.71568E+12,34.417328,1511.48544,23.69707882,7
1.71568E+12,33.131687,1511.5264,22.70491561,7
1.71568E+12,34.3068,1511.5264,23.66343871,7
1.71568E+12,33.1385,1511.58784,22.6585897,7
1.71568E+12,34.811344,1511.58784,23.99614252,7
1.71568E+12,33.491714,1511.804928,22.96594046,7
1.71568E+12,35.18351,1511.804928,24.27617002,7
1.71568E+12,33.57317,1511.845888,23.06748131,7
1.71568E+12,35.267975,1511.845888,24.5211754,7
1.71568E+12,33.51934,1512.153088,23.03666654,7
1.71568E+12,33.51934,1512.153088,23.03666654,8
1.71568E+12,34.43118,1512.419328,23.83729265,8
1.71568E+12,12.648969,1634.05824,7.051738068,8
1.71568E+12,34.424866,1641.443328,23.60338233,8
1.71568E+12,31.51492,1597.898752,21.20492689,8
1.71568E+12,34.59477,1602.179072,23.79622775,8
1.71568E+12,33.60624,1604.554752,23.01336281,8
1.71568E+12,35.184227,1604.89472,24.48279095,8
1.71568E+12,32.91467,1606.651904,22.65742366,8
1.71568E+12,34.858276,1607.053312,24.26421141,8
1.71568E+12,33.833473,1607.172096,23.36678647,8
1.71568E+12,35.014362,1607.172096,24.48305546,8
1.71568E+12,33.767323,1607.286784,23.35592401,8
1.71568E+12,35.16788,1607.286784,24.53537087,8
1.71568E+12,33.29492,1607.643136,,8
1.71568E+12,34.97303,1607.643136,24.34377848,8
1.71568E+12,33.35466,1607.688192,22.86651833,8
1.71568E+12,34.800972,1607.688192,24.15946604,8
1.71568E+12,33.311954,1607.729152,22.8185376,8
1.71568E+12,34.891045,1607.999488,24.19049472,8
1.71568E+12,33.365433,1608.077312,22.79295476,8
1.71568E+12,34.502964,1608.077312,23.72253844,8
1.71568E+12,33.56845,1608.118272,22.98301556,8
1.71568E+12,33.591053,1608.118272,23.07501377,8
1.71568E+12,33.863243,1608.159232,23.18091578,8
1.71568E+12,33.490383,1608.966144,22.84499265,8
1.71568E+12,34.519707,1608.966144,23.85268205,8
1.71568E+12,32.845284,1609.007104,22.48146668,8
1.71568E+12,34.392715,1609.007104,23.83492049,8
1.71568E+12,33.434513,1609.40032,22.79657582,8
1.71568E+12,34.853275,1609.66656,24.12553998,8
1.71568E+12,33.356895,1609.70752,22.91732864,8
1.71568E+12,34.92543,1610.244096,24.31407383,9
1.71568E+12,24.00639,1471.356928,15.0968423,9
1.71568E+12,22.112316,1732.591616,13.520805,9
1.71568E+12,34.77925,1734.483968,23.98578945,9
1.71568E+12,31.67374,1694.650368,21.30019702,9
1.71568E+12,34.542786,1697.75104,23.9058001,9
1.71568E+12,33.369648,1699.815424,22.86440661,9
1.71568E+12,35.05281,1700.081664,24.33004091,9
1.71568E+12,33.318497,1700.257792,22.89997871,9
1.71568E+12,34.97666,1700.524032,24.36098743,9
1.71568E+12,33.14024,1701.568512,22.82180503,9
1.71568E+12,34.556477,1701.834752,23.98071125,9
1.71568E+12,33.581417,1701.92896,23.14763151,9
1.71568E+12,34.051422,1701.92896,23.58337003,9
1.71568E+12,34.65648,1702.014976,24.0308742,9
1.71568E+12,33.39087,1702.055936,22.98034376,9
1.71568E+12,34.994846,1702.055936,24.37404311,9
1.71568E+12,33.628605,1702.363136,23.03989276,9
1.71568E+12,34.732727,1702.363136,24.17880657,9
1.71568E+12,33.26715,1702.412288,22.69221624,9
1.71568E+12,34.377007,1702.412288,23.64201757,9
1.71568E+12,33.18584,1702.453248,22.66339108,9
1.71568E+12,34.63931,1702.8096,23.92116477,9
1.71568E+12,33.36134,1702.85056,22.7851674,9
1.71568E+12,34.472588,1702.85056,23.84868179,9
1.71568E+12,33.637012,1702.89152,23.04644148,9
1.71568E+12,34.82965,1702.89152,24.00627731,9
1.71568E+12,33.057533,1702.93248,22.57300833,9
1.71568E+12,34.69742,1702.93248,24.17880602,9
1.71568E+12,33.72506,1702.97344,23.16538151,9
1.71568E+12,33.72506,1702.97344,23.16538151,10
1.71568E+12,34.92287,1702.97344,24.3617877,10
1.71568E+12,16.40784,1634.803712,9.588905052,10
1.71568E+12,29.61828,1826.004992,19.43599098,10
1.71568E+12,33.798,1687.957504,23.18499832,10
1.71568E+12,32.506077,1789.149184,22.0905967,10
1.71568E+12,34.3786,1791.819776,23.67463077,10
1.71568E+12,33.604218,1793.286144,23.31517807,10
1.71568E+12,34.142876,1793.552384,23.55344673,10
1.71568E+12,34.823498,1794.199552,24.15728989,10
1.71568E+12,33.73455,1794.891776,23.19393042,10
1.71568E+12,34.70953,1794.891776,24.11653435,10
1.71568E+12,33.895676,1795.15392,23.38619194,10
1.71568E+12,34.908016,1795.15392,24.30751812,10
1.71568E+12,33.365284,1795.239936,22.94983379,10
1.71568E+12,35.15378,1795.510272,24.46998547,10
1.71568E+12,33.367294,1795.555328,22.9297574,10
1.71568E+12,34.97363,1796.796416,24.2991822,10
1.71568E+12,33.606136,1796.845568,23.04188438,10
1.71568E+12,34.834064,1796.845568,24.12674257,10
1.71568E+12,33.14275,1797.152768,22.59070609,10
1.71568E+12,34.40461,1797.152768,23.75547436,10
1.71568E+12,33.047264,1797.197824,22.59381036,10
1.71568E+12,34.56236,1783.267328,23.79214408,10
1.71568E+12,32.850883,1787.428864,22.43072779,10
1.71568E+12,34.61489,1787.6992,23.78407579,10
1.71568E+12,33.165253,1788.014592,22.61891194,10
1.71568E+12,33.165253,1788.014592,22.61891194,11
1.71568E+12,34.47704,1788.014592,23.77826619,11
1.71568E+12,13.518437,1822.978048,7.653473329,11
1.71568E+12,32.325108,1864.92928,21.69266725,11
1.71568E+12,32.177177,1887.6416,21.80161407,11
1.71568E+12,34.075268,1889.193984,23.43378928,11
1.71568E+12,33.91113,1889.46432,23.33268286,11
1.71568E+12,34.78094,1889.906688,24.09690025,11
1.71568E+12,33.553646,1890.11968,23.101025,11
1.71568E+12,34.959766,1890.11968,24.39097663,11
1.71568E+12,33.784134,1890.480128,23.2972107,11
1.71568E+12,35.286526,1890.480128,24.59887224,11
1.71568E+12,33.682037,1891.069952,23.1526256,11
1.71568E+12,34.83326,1875.214336,24.22974471,11
1.71568E+12,33.855515,1879.801856,23.14833869,11
1.71568E+12,34.92186,1880.072192,24.26350595,11
1.71568E+12,33.576313,1880.932352,23.03981048,11
1.71568E+12,34.657158,1880.932352,23.98825752,11
1.71568E+12,33.59441,1881.034752,23.00850331,11
1.71568E+12,34.396126,1881.034752,23.5618112,11
1.71568E+12,33.245552,1881.096192,22.65812335,11
1.71568E+12,34.54499,1881.096192,23.84298529,11
1.71568E+12,33.17775,1881.178112,,11
1.71568E+12,34.616123,1881.178112,23.89164149,11
1.71568E+12,32.913887,1881.219072,22.45295617,11
1.71568E+12,34.754772,1881.219072,24.00419215,11
1.71568E+12,33.314144,1881.243648,22.788478,11
1.71568E+12,35.012238,1881.616384,24.20189305,11
1.71568E+12,33.311966,1881.624576,22.80022818,11
1.71568E+12,34.91676,1881.624576,24.17769739,11
1.71568E+12,33.495457,1881.669632,22.98147233,11
1.71568E+12,34.65353,1881.669632,23.89915324,11
1.71568E+12,34.57474,1881.714688,23.91874557,11
1.71568E+12,33.656456,1881.714688,23.12844192,11
1.71568E+12,34.997757,1881.755648,24.42225795,11
1.71568E+12,33.089165,1881.796608,22.71901157,11
1.71568E+12,34.991356,1881.796608,24.41643942,11
1.71568E+12,33.53854,1881.837568,23.11293585,11
1.71568E+12,34.773716,1882.427392,24.11220524,11
1.71568E+12,33.807922,1882.468352,23.11324862,11
1.71568E+12,34.87015,1882.718208,24.22473084,11
1.71568E+12,33.303577,1882.763264,22.87960531,11
1.71568E+12,34.67814,1882.763264,24.05155786,11
1.71568E+12,33.1586,1883.070464,22.71992611,11
1.71568E+12,34.933178,1883.242496,24.07409024,11
1.71568E+12,33.235275,1883.283456,22.76228135,11
1.71568E+12,34.741364,1883.283456,24.02363377,11
1.71568E+12,33.592735,1883.328512,23.02713441,11
1.71568E+12,34.702377,1883.328512,24.11542567,11
1.71568E+12,33.64776,1883.369472,23.09571005,11
1.71568E+12,35.05447,1883.283456,24.31583743,11
1.71568E+12,33.363155,1883.262976,22.94544204,11
1.71568E+12,34.549507,1883.086848,23.99552858,11
1.71568E+12,33.4656,1883.398144,23.03964835,11
1.71568E+12,34.523132,1883.398144,24.05265329,11
1.71568E+12,33.427094,1884.20096,22.9793244,11
1.71568E+12,34.49615,1884.041216,23.80756516,11
1.71568E+12,34.405766,1884.082176,23.72316756,11
1.71568E+12,33.41876,1883.83232,22.99065206,11
1.71568E+12,34.857105,1883.889664,24.25357872,11
1.71568E+12,33.571384,1883.930624,23.07968793,11
1.71568E+12,35.11721,1883.8528,24.50456677,11
1.71568E+12,33.66177,1884.16,23.01164065,11
1.71568E+12,34.621006,1884.3648,24.10101208,12
1.71568E+12,25.780905,1747.529728,16.52973208,12
1.71568E+12,19.942822,2015.854592,11.99409826,12
1.71568E+12,34.527622,2018.18112,23.75233407,12
1.71568E+12,31.463974,1981.72672,21.20329236,12
1.71568E+12,34.87117,1983.619072,24.12633211,12
1.71568E+12,33.661583,1985.716224,23.13182812,12
1.71568E+12,34.610504,1986.482176,23.99094828,12
1.71568E+12,33.57711,1986.99008,23.12373355,12
1.71568E+12,35.157703,1986.99008,24.48275656,12
1.71568E+12,33.852116,1987.534848,23.28187953,12
1.71568E+12,35.14988,1988.194304,24.4882595,12
1.71568E+12,33.73044,1988.419584,23.21665153,12
1.71568E+12,34.4929,1988.694016,23.97471948,12
